Label,OpArea, OpStaticEnergy, OpDynEnergy,InstMemBitwidth, InstMemDepth,InstMemArea, InstMemStaticEn,InstMemDynEn,InternalRegFileBitwidth,InternalRegFileDepth,InternalRegFileAccesses,InternalRegFileArea, InternalRegFileStaticEn, InternalRegFileDynEn,TotalFUArea,TotalFUStaticEn,TotalFUDynEn
add_0,1854.383979,0.361825,2.436780,32,6,1439.759984,0.292855,0.011999,64,7,14,3198.719964,0.660450,0.438425,6492.863927,1.034274,15.131097
add_1,1854.383979,0.361825,2.436780,32,4,1033.535988,0.209415,0.013193,64,3,8,1605.407984,0.327800,0.161412,4493.327951,0.702818,9.961304
add_2,1854.383979,0.361825,2.436780,32,3,817.487992,0.165655,0.010257,64,3,6,1605.407984,0.327800,0.121059,4277.279955,0.699882,7.462170
add_3,1854.383979,0.361825,2.436780,32,4,1033.535988,0.209415,0.013193,64,4,8,2006.591976,0.416555,0.216613,4894.511943,0.791573,10.016505
add_4,1854.383979,0.361825,2.436780,32,3,817.487992,0.165655,0.010257,64,3,6,1605.407984,0.327800,0.121059,4277.279955,0.699882,7.462170
mul_0,33555.311530,6.193750,52.428970,32,10,2286.815976,0.465620,0.019229,64,12,38,5273.519940,1.087750,2.094636,41115.647446,7.300729,526.576624
mul_1,33555.311530,6.193750,52.428970,32,5,1226.063986,0.249045,0.012323,64,6,16,2820.047970,0.578450,0.370639,37601.423486,6.784523,262.577103
mul_2,33555.311530,6.193750,52.428970,32,2,598.751994,0.119785,0.010196,64,3,6,1605.407984,0.327800,0.121059,35759.471508,6.531746,104.999392
mul_3,33555.311530,6.193750,52.428970,32,2,598.751994,0.119785,0.010196,64,2,4,1182.383988,0.237495,0.080036,35336.447512,6.441441,104.958368
mul_4,33555.311530,6.193750,52.428970,32,2,598.751994,0.119785,0.010196,64,2,4,1182.383988,0.237495,0.080036,35336.447512,6.441441,104.958368
mul_5,33555.311530,6.193750,52.428970,32,1,399.260876,0.076313,0.006251,64,1,2,781.945432,0.162846,0.030129,34736.517838,6.362846,52.465350
mul_6,33555.311530,6.193750,52.428970,32,1,399.260876,0.076313,0.006251,64,1,2,781.945432,0.162846,0.030129,34736.517838,6.362846,52.465350
mul_7,33555.311530,6.193750,52.428970,32,1,399.260876,0.076313,0.006251,64,1,2,781.945432,0.162846,0.030129,34736.517838,6.362846,52.465350
mul_8,33555.311530,6.193750,52.428970,32,1,399.260876,0.076313,0.006251,64,1,2,781.945432,0.162846,0.030129,34736.517838,6.362846,52.465350
load_0,0,0,0,16,46,5073.006184,1.026000,0.061895,64,1,54,781.945432,0.162846,0.813487,5854.951615,1.188846,3.660663
load_1,0,0,0,16,2,308.447998,0.061345,0.004658,64,1,2,781.945432,0.162846,0.030129,1090.393430,0.224191,0.039444
load_2,0,0,0,16,2,308.447998,0.061345,0.004658,64,1,2,781.945432,0.162846,0.030129,1090.393430,0.224191,0.039444
store_0,0,0,0,16,1,209.528638,0.041625,0.004234,64,1,2,781.945432,0.162846,0.030129,991.474070,0.204471,0.034364
store_1,0,0,0,16,1,209.528638,0.041625,0.004234,64,1,2,781.945432,0.162846,0.030129,991.474070,0.204471,0.034364
store_2,0,0,0,16,1,209.528638,0.041625,0.004234,64,1,2,781.945432,0.162846,0.030129,991.474070,0.204471,0.034364
store_3,0,0,0,16,1,209.528638,0.041625,0.004234,64,1,2,781.945432,0.162846,0.030129,991.474070,0.204471,0.034364
store_4,0,0,0,16,1,209.528638,0.041625,0.004234,64,1,2,781.945432,0.162846,0.030129,991.474070,0.204471,0.034364
