Label,OpArea, OpStaticEnergy, OpDynEnergy,InstMemBitwidth, InstMemDepth,InstMemArea, InstMemStaticEn,InstMemDynEn,InternalRegFileBitwidth,InternalRegFileDepth,InternalRegFileAccesses,InternalRegFileArea, InternalRegFileStaticEn, InternalRegFileDynEn,TotalFUArea,TotalFUStaticEn,TotalFUDynEn
add_0,1854.383979,0.361825,2.436780,32,7,1630.607982,0.333460,0.013062,64,8,22,3638.543966,0.771000,0.803847,7123.535927,1.145887,17.952744
add_1,1854.383979,0.361825,2.436780,32,4,1033.535988,0.209415,0.013193,64,5,12,2404.415974,0.492790,0.320183,5292.335941,0.867808,10.120075
add_2,1854.383979,0.361825,2.436780,32,5,1226.063986,0.249045,0.012323,64,5,10,2404.415974,0.492790,0.266819,5484.863939,0.866938,12.512333
add_3,1854.383979,0.361825,2.436780,32,3,817.487992,0.165655,0.010257,64,3,8,1605.407984,0.327800,0.161412,4277.279955,0.699882,7.502523
add_4,1854.383979,0.361825,2.436780,32,1,399.260876,0.076313,0.006251,64,1,2,781.945432,0.162846,0.030129,3035.590287,0.530921,2.473160
mul_0,33555.311530,6.193750,52.428970,32,16,3512.543962,0.728150,0.029217,64,18,62,7747.823912,1.643950,3.660173,44815.679404,7.866917,842.991169
mul_1,33555.311530,6.193750,52.428970,32,8,1855.727982,0.383125,0.017434,64,8,24,3638.543966,0.771000,0.876924,39049.583478,6.982183,420.448152
mul_2,33555.311530,6.193750,52.428970,32,1,399.260876,0.076313,0.006251,64,1,2,781.945432,0.162846,0.030129,34736.517838,6.362846,52.465350
load_0,0,0,0,16,50,5505.315299,1.113500,0.067021,64,1,69,781.945432,0.162846,1.039456,6287.260731,1.276346,4.390483
store_0,0,0,0,16,1,209.528638,0.041625,0.004234,64,1,2,781.945432,0.162846,0.030129,991.474070,0.204471,0.034364
store_1,0,0,0,16,1,209.528638,0.041625,0.004234,64,1,2,781.945432,0.162846,0.030129,991.474070,0.204471,0.034364
store_2,0,0,0,16,1,209.528638,0.041625,0.004234,64,1,2,781.945432,0.162846,0.030129,991.474070,0.204471,0.034364
store_3,0,0,0,16,1,209.528638,0.041625,0.004234,64,1,2,781.945432,0.162846,0.030129,991.474070,0.204471,0.034364
store_4,0,0,0,16,1,209.528638,0.041625,0.004234,64,1,2,781.945432,0.162846,0.030129,991.474070,0.204471,0.034364
