Label,OpArea, OpStaticEnergy, OpDynEnergy,InstMemBitwidth, InstMemDepth,InstMemArea, InstMemStaticEn,InstMemDynEn,InternalRegFileBitwidth,InternalRegFileDepth,InternalRegFileAccesses,InternalRegFileArea, InternalRegFileStaticEn, InternalRegFileDynEn,TotalFUArea,TotalFUStaticEn,TotalFUDynEn
add_0,1854.383979,0.361825,2.436780,32,5,1226.063986,0.249045,0.012323,64,6,12,2820.047970,0.578450,0.277980,5900.495935,0.952598,12.523493
add_1,1854.383979,0.361825,2.436780,32,5,1226.063986,0.249045,0.012323,64,3,10,1605.407984,0.327800,0.201766,4685.855949,0.701948,12.447279
add_2,1854.383979,0.361825,2.436780,32,3,817.487992,0.165655,0.010257,64,3,6,1605.407984,0.327800,0.121059,4277.279955,0.699882,7.462170
add_3,1854.383979,0.361825,2.436780,32,3,817.487992,0.165655,0.010257,64,1,2,781.945432,0.162846,0.030129,3453.817403,0.534927,7.371240
add_4,1854.383979,0.361825,2.436780,32,3,817.487992,0.165655,0.010257,64,3,6,1605.407984,0.327800,0.121059,4277.279955,0.699882,7.462170
add_5,1854.383979,0.361825,2.436780,32,1,399.260876,0.076313,0.006251,64,1,2,781.945432,0.162846,0.030129,3035.590287,0.530921,2.473160
mul_0,33555.311530,6.193750,52.428970,32,10,2286.815976,0.465620,0.019229,64,12,38,5273.519940,1.087750,2.094636,41115.647446,7.300729,526.576624
mul_1,33555.311530,6.193750,52.428970,32,5,1226.063986,0.249045,0.012323,64,6,16,2820.047970,0.578450,0.370639,37601.423486,6.784523,262.577103
mul_2,33555.311530,6.193750,52.428970,32,1,399.260876,0.076313,0.006251,64,1,2,781.945432,0.162846,0.030129,34736.517838,6.362846,52.465350
mul_3,33555.311530,6.193750,52.428970,32,3,817.487992,0.165655,0.010257,64,3,6,1605.407984,0.327800,0.121059,35978.207506,6.531807,157.438740
mul_4,33555.311530,6.193750,52.428970,32,2,598.751994,0.119785,0.010196,64,2,4,1182.383988,0.237495,0.080036,35336.447512,6.441441,104.958368
mul_5,33555.311530,6.193750,52.428970,32,1,399.260876,0.076313,0.006251,64,1,2,781.945432,0.162846,0.030129,34736.517838,6.362846,52.465350
mul_6,33555.311530,6.193750,52.428970,32,1,399.260876,0.076313,0.006251,64,1,2,781.945432,0.162846,0.030129,34736.517838,6.362846,52.465350
mul_7,33555.311530,6.193750,52.428970,32,1,399.260876,0.076313,0.006251,64,1,2,781.945432,0.162846,0.030129,34736.517838,6.362846,52.465350
mul_8,33555.311530,6.193750,52.428970,32,1,399.260876,0.076313,0.006251,64,1,2,781.945432,0.162846,0.030129,34736.517838,6.362846,52.465350
load_0,0,0,0,16,45,4964.928905,1.004125,0.060614,64,1,52,781.945432,0.162846,0.783358,5746.874337,1.166971,3.510978
load_1,0,0,0,16,1,209.528638,0.041625,0.004234,0,0,0,0,0,0,582.883195,0.041625,0.004234
load_2,0,0,0,16,1,209.528638,0.041625,0.004234,0,0,0,0,0,0,582.883195,0.041625,0.004234
load_3,0,0,0,16,1,209.528638,0.041625,0.004234,0,0,0,0,0,0,582.883195,0.041625,0.004234
load_4,0,0,0,16,1,209.528638,0.041625,0.004234,0,0,0,0,0,0,582.883195,0.041625,0.004234
load_5,0,0,0,16,1,209.528638,0.041625,0.004234,0,0,0,0,0,0,582.883195,0.041625,0.004234
store_0,0,0,0,16,1,209.528638,0.041625,0.004234,64,1,2,781.945432,0.162846,0.030129,991.474070,0.204471,0.034364
store_1,0,0,0,16,1,209.528638,0.041625,0.004234,64,1,2,781.945432,0.162846,0.030129,991.474070,0.204471,0.034364
store_2,0,0,0,16,1,209.528638,0.041625,0.004234,64,1,2,781.945432,0.162846,0.030129,991.474070,0.204471,0.034364
store_3,0,0,0,16,1,209.528638,0.041625,0.004234,64,1,2,781.945432,0.162846,0.030129,991.474070,0.204471,0.034364
store_4,0,0,0,16,1,209.528638,0.041625,0.004234,64,1,2,781.945432,0.162846,0.030129,991.474070,0.204471,0.034364
