Label,OpArea, OpStaticEnergy, OpDynEnergy,InstMemBitwidth, InstMemDepth,InstMemArea, InstMemStaticEn,InstMemDynEn,InternalRegFileBitwidth,InternalRegFileDepth,InternalRegFileAccesses,InternalRegFileArea, InternalRegFileStaticEn, InternalRegFileDynEn,TotalFUArea,TotalFUStaticEn,TotalFUDynEn
add_0,1854.383979,0.361825,2.436780,32,10,2286.815976,0.465620,0.019229,64,9,30,4063.247954,0.910000,1.100905,8204.447909,1.291054,25.660993
add_1,1854.383979,0.361825,2.436780,32,6,1439.759984,0.292855,0.011999,64,8,18,3638.543966,0.771000,0.657693,6932.687929,1.144824,15.350364
add_2,1854.383979,0.361825,2.436780,32,3,817.487992,0.165655,0.010257,64,4,8,2006.591976,0.416555,0.216613,4678.463947,0.788637,7.557723
add_3,1854.383979,0.361825,2.436780,32,1,399.260876,0.076313,0.006251,64,1,2,781.945432,0.162846,0.030129,3035.590287,0.530921,2.473160
mul_0,33555.311530,6.193750,52.428970,32,23,4971.455946,1.026950,0.042705,64,25,90,10588.703892,2.220500,6.880939,49115.471368,8.456955,1213.729461
mul_1,33555.311530,6.193750,52.428970,32,2,598.751994,0.119785,0.010196,64,3,6,1605.407984,0.327800,0.121059,35759.471508,6.531746,104.999392
load_0,0,0,0,16,50,5505.315299,1.113500,0.067021,64,1,69,781.945432,0.162846,1.039456,6287.260731,1.276346,4.390483
store_0,0,0,0,16,1,209.528638,0.041625,0.004234,64,1,2,781.945432,0.162846,0.030129,991.474070,0.204471,0.034364
store_1,0,0,0,16,1,209.528638,0.041625,0.004234,64,1,2,781.945432,0.162846,0.030129,991.474070,0.204471,0.034364
store_2,0,0,0,16,3,423.023996,0.085085,0.004715,64,3,6,1605.407984,0.327800,0.121059,2028.431980,0.412885,0.135203
