Label,OpArea, OpStaticEnergy, OpDynEnergy,InstMemBitwidth, InstMemDepth,InstMemArea, InstMemStaticEn,InstMemDynEn,InternalRegFileBitwidth,InternalRegFileDepth,InternalRegFileAccesses,InternalRegFileArea, InternalRegFileStaticEn, InternalRegFileDynEn,TotalFUArea,TotalFUStaticEn,TotalFUDynEn
add_0,1854.383979,0.361825,2.436780,32,4,1033.535988,0.209415,0.013193,64,3,8,1605.407984,0.327800,0.161412,4493.327951,0.702818,9.961304
add_1,1854.383979,0.361825,2.436780,32,5,1226.063986,0.249045,0.012323,64,7,16,3198.719964,0.660450,0.501058,6279.167929,1.034598,12.746571
add_2,1854.383979,0.361825,2.436780,32,4,1033.535988,0.209415,0.013193,64,3,6,1605.407984,0.327800,0.121059,4493.327951,0.702818,9.920951
add_3,1854.383979,0.361825,2.436780,32,3,817.487992,0.165655,0.010257,64,3,6,1605.407984,0.327800,0.121059,4277.279955,0.699882,7.462170
add_4,1854.383979,0.361825,2.436780,32,3,817.487992,0.165655,0.010257,64,2,4,1182.383988,0.237495,0.080036,3854.255959,0.609577,7.421146
add_5,1854.383979,0.361825,2.436780,32,1,399.260876,0.076313,0.006251,64,1,2,781.945432,0.162846,0.030129,3035.590287,0.530921,2.473160
mul_0,33555.311530,6.193750,52.428970,32,11,2491.103974,0.507700,0.022152,64,13,42,5699.567936,1.187700,2.444318,41745.983440,7.403602,579.406659
mul_1,33555.311530,6.193750,52.428970,32,5,1226.063986,0.249045,0.012323,64,7,18,3198.719964,0.660450,0.563690,37980.095480,6.866523,262.770154
mul_2,33555.311530,6.193750,52.428970,32,4,1033.535988,0.209415,0.013193,64,4,10,2006.591976,0.416555,0.270766,36595.439494,6.623498,210.039418
mul_3,33555.311530,6.193750,52.428970,32,1,399.260876,0.076313,0.006251,64,1,2,781.945432,0.162846,0.030129,34736.517838,6.362846,52.465350
mul_4,33555.311530,6.193750,52.428970,32,1,399.260876,0.076313,0.006251,64,1,2,781.945432,0.162846,0.030129,34736.517838,6.362846,52.465350
mul_5,33555.311530,6.193750,52.428970,32,1,399.260876,0.076313,0.006251,64,1,2,781.945432,0.162846,0.030129,34736.517838,6.362846,52.465350
mul_6,33555.311530,6.193750,52.428970,32,1,399.260876,0.076313,0.006251,64,1,2,781.945432,0.162846,0.030129,34736.517838,6.362846,52.465350
mul_7,33555.311530,6.193750,52.428970,32,1,399.260876,0.076313,0.006251,64,1,2,781.945432,0.162846,0.030129,34736.517838,6.362846,52.465350
load_0,0,0,0,16,47,5181.083462,1.047875,0.063176,64,1,55,781.945432,0.162846,0.828552,5963.028894,1.210721,3.797846
load_1,0,0,0,16,3,423.023996,0.085085,0.004715,64,1,3,781.945432,0.162846,0.045194,1204.969428,0.247931,0.059337
store_0,0,0,0,16,1,209.528638,0.041625,0.004234,64,1,2,781.945432,0.162846,0.030129,991.474070,0.204471,0.034364
store_1,0,0,0,16,1,209.528638,0.041625,0.004234,64,1,2,781.945432,0.162846,0.030129,991.474070,0.204471,0.034364
store_2,0,0,0,16,1,209.528638,0.041625,0.004234,64,1,2,781.945432,0.162846,0.030129,991.474070,0.204471,0.034364
store_3,0,0,0,16,1,209.528638,0.041625,0.004234,64,1,2,781.945432,0.162846,0.030129,991.474070,0.204471,0.034364
store_4,0,0,0,16,1,209.528638,0.041625,0.004234,64,1,2,781.945432,0.162846,0.030129,991.474070,0.204471,0.034364
