Label,OpArea, OpStaticEnergy, OpDynEnergy,InstMemBitwidth, InstMemDepth,InstMemArea, InstMemStaticEn,InstMemDynEn,InternalRegFileBitwidth,InternalRegFileDepth,InternalRegFileAccesses,InternalRegFileArea, InternalRegFileStaticEn, InternalRegFileDynEn,TotalFUArea,TotalFUStaticEn,TotalFUDynEn
add_0,1854.383979,0.361825,2.436780,32,5,1226.063986,0.249045,0.012323,64,5,12,2404.415974,0.492790,0.320183,5484.863939,0.866938,12.565697
add_1,1854.383979,0.361825,2.436780,32,6,1439.759984,0.292855,0.011999,64,4,14,2006.591976,0.416555,0.379072,5300.735939,0.790379,15.071744
add_2,1854.383979,0.361825,2.436780,32,4,1033.535988,0.209415,0.013193,64,5,10,2404.415974,0.492790,0.266819,5292.335941,0.867808,10.066711
add_3,1854.383979,0.361825,2.436780,32,3,817.487992,0.165655,0.010257,64,3,6,1605.407984,0.327800,0.121059,4277.279955,0.699882,7.462170
add_4,1854.383979,0.361825,2.436780,32,2,598.751994,0.119785,0.010196,64,2,4,1182.383988,0.237495,0.080036,3635.519961,0.609516,4.973988
mul_0,33555.311530,6.193750,52.428970,32,11,2491.103974,0.507700,0.022152,64,13,42,5699.567936,1.187700,2.444318,41745.983440,7.403602,579.406659
mul_1,33555.311530,6.193750,52.428970,32,5,1226.063986,0.249045,0.012323,64,7,18,3198.719964,0.660450,0.563690,37980.095480,6.866523,262.770154
mul_2,33555.311530,6.193750,52.428970,32,4,1033.535988,0.209415,0.013193,64,4,10,2006.591976,0.416555,0.270766,36595.439494,6.623498,210.039418
mul_3,33555.311530,6.193750,52.428970,32,2,598.751994,0.119785,0.010196,64,3,6,1605.407984,0.327800,0.121059,35759.471508,6.531746,104.999392
mul_4,33555.311530,6.193750,52.428970,32,1,399.260876,0.076313,0.006251,64,1,2,781.945432,0.162846,0.030129,34736.517838,6.362846,52.465350
mul_5,33555.311530,6.193750,52.428970,32,2,598.751994,0.119785,0.010196,64,2,4,1182.383988,0.237495,0.080036,35336.447512,6.441441,104.958368
load_0,0,0,0,16,48,5289.160741,1.069750,0.064458,64,1,57,781.945432,0.162846,0.858681,6071.106173,1.232596,3.952657
load_1,0,0,0,16,2,308.447998,0.061345,0.004658,64,1,2,781.945432,0.162846,0.030129,1090.393430,0.224191,0.039444
store_0,0,0,0,16,1,209.528638,0.041625,0.004234,64,1,2,781.945432,0.162846,0.030129,991.474070,0.204471,0.034364
store_1,0,0,0,16,1,209.528638,0.041625,0.004234,64,1,2,781.945432,0.162846,0.030129,991.474070,0.204471,0.034364
store_2,0,0,0,16,1,209.528638,0.041625,0.004234,64,1,2,781.945432,0.162846,0.030129,991.474070,0.204471,0.034364
store_3,0,0,0,16,1,209.528638,0.041625,0.004234,64,1,2,781.945432,0.162846,0.030129,991.474070,0.204471,0.034364
store_4,0,0,0,16,1,209.528638,0.041625,0.004234,64,1,2,781.945432,0.162846,0.030129,991.474070,0.204471,0.034364
