Label,OpArea, OpStaticEnergy, OpDynEnergy,InstMemBitwidth, InstMemDepth,InstMemArea, InstMemStaticEn,InstMemDynEn,InternalRegFileBitwidth,InternalRegFileDepth,InternalRegFileAccesses,InternalRegFileArea, InternalRegFileStaticEn, InternalRegFileDynEn,TotalFUArea,TotalFUStaticEn,TotalFUDynEn
add_0,1854.383979,0.361825,2.436780,32,6,1439.759984,0.292855,0.011999,64,7,18,3198.719964,0.660450,0.563690,6492.863927,1.034274,15.256361
add_1,1854.383979,0.361825,2.436780,32,5,1226.063986,0.249045,0.012323,64,6,14,2820.047970,0.578450,0.324309,5900.495935,0.952598,12.569823
add_2,1854.383979,0.361825,2.436780,32,6,1439.759984,0.292855,0.011999,64,6,16,2820.047970,0.578450,0.370639,6114.191933,0.952274,15.063311
add_3,1854.383979,0.361825,2.436780,32,2,598.751994,0.119785,0.010196,64,2,4,1182.383988,0.237495,0.080036,3635.519961,0.609516,4.973988
add_4,1854.383979,0.361825,2.436780,32,1,399.260876,0.076313,0.006251,64,1,2,781.945432,0.162846,0.030129,3035.590287,0.530921,2.473160
mul_0,33555.311530,6.193750,52.428970,32,15,3315.983966,0.683250,0.030590,64,17,58,7350.671916,1.551250,3.137146,44221.967412,7.775590,790.030542
mul_1,33555.311530,6.193750,52.428970,32,7,1630.607982,0.333460,0.013062,64,11,26,4879.055948,1.006100,1.264063,40064.975460,7.212912,368.358290
mul_2,33555.311530,6.193750,52.428970,32,3,817.487992,0.165655,0.010257,64,3,8,1605.407984,0.327800,0.161412,35978.207506,6.531807,157.479093
load_0,0,0,0,16,50,5505.315299,1.113500,0.067021,64,1,69,781.945432,0.162846,1.039456,6287.260731,1.276346,4.390483
store_0,0,0,0,16,1,209.528638,0.041625,0.004234,64,1,2,781.945432,0.162846,0.030129,991.474070,0.204471,0.034364
store_1,0,0,0,16,1,209.528638,0.041625,0.004234,64,1,2,781.945432,0.162846,0.030129,991.474070,0.204471,0.034364
store_2,0,0,0,16,1,209.528638,0.041625,0.004234,64,1,2,781.945432,0.162846,0.030129,991.474070,0.204471,0.034364
store_3,0,0,0,16,1,209.528638,0.041625,0.004234,64,1,2,781.945432,0.162846,0.030129,991.474070,0.204471,0.034364
store_4,0,0,0,16,1,209.528638,0.041625,0.004234,64,1,2,781.945432,0.162846,0.030129,991.474070,0.204471,0.034364
