Label,OpArea, OpStaticEnergy, OpDynEnergy,InstMemBitwidth, InstMemDepth,InstMemArea, InstMemStaticEn,InstMemDynEn,InternalRegFileBitwidth,InternalRegFileDepth,InternalRegFileAccesses,InternalRegFileArea, InternalRegFileStaticEn, InternalRegFileDynEn,TotalFUArea,TotalFUStaticEn,TotalFUDynEn
add_0,1854.383979,0.361825,2.436780,32,7,1630.607982,0.333460,0.013062,64,7,18,3198.719964,0.660450,0.563690,6683.711925,1.035337,17.712587
add_1,1854.383979,0.361825,2.436780,32,3,817.487992,0.165655,0.010257,64,3,6,1605.407984,0.327800,0.121059,4277.279955,0.699882,7.462170
add_2,1854.383979,0.361825,2.436780,32,5,1226.063986,0.249045,0.012323,64,3,8,1605.407984,0.327800,0.161412,4685.855949,0.701948,12.406926
add_3,1854.383979,0.361825,2.436780,32,5,1226.063986,0.249045,0.012323,64,5,14,2404.415974,0.492790,0.373547,5484.863939,0.866938,12.619060
mul_0,33555.311530,6.193750,52.428970,32,12,2688.335970,0.549350,0.025355,64,14,46,6076.559930,1.269800,2.743709,42320.207430,7.488905,632.195615
mul_1,33555.311530,6.193750,52.428970,32,6,1439.759984,0.292855,0.011999,64,8,22,3638.543966,0.771000,0.803847,38633.615480,6.976749,315.449658
mul_2,33555.311530,6.193750,52.428970,32,3,817.487992,0.165655,0.010257,64,4,8,2006.591976,0.416555,0.216613,36379.391498,6.620562,157.534293
mul_3,33555.311530,6.193750,52.428970,32,3,817.487992,0.165655,0.010257,64,3,10,1605.407984,0.327800,0.201766,35978.207506,6.531807,157.519446
mul_4,33555.311530,6.193750,52.428970,32,1,399.260876,0.076313,0.006251,64,1,2,781.945432,0.162846,0.030129,34736.517838,6.362846,52.465350
load_0,0,0,0,16,50,5505.315299,1.113500,0.067021,64,1,69,781.945432,0.162846,1.039456,6287.260731,1.276346,4.390483
store_0,0,0,0,16,1,209.528638,0.041625,0.004234,64,1,2,781.945432,0.162846,0.030129,991.474070,0.204471,0.034364
store_1,0,0,0,16,2,308.447998,0.061345,0.004658,64,2,4,1182.383988,0.237495,0.080036,1490.831986,0.298840,0.089351
store_2,0,0,0,16,1,209.528638,0.041625,0.004234,64,1,2,781.945432,0.162846,0.030129,991.474070,0.204471,0.034364
store_3,0,0,0,16,1,209.528638,0.041625,0.004234,64,1,2,781.945432,0.162846,0.030129,991.474070,0.204471,0.034364
