Label,OpArea, OpStaticEnergy, OpDynEnergy,InstMemBitwidth, InstMemDepth,InstMemArea, InstMemStaticEn,InstMemDynEn,InternalRegFileBitwidth,InternalRegFileDepth,InternalRegFileAccesses,InternalRegFileArea, InternalRegFileStaticEn, InternalRegFileDynEn,TotalFUArea,TotalFUStaticEn,TotalFUDynEn
add_0,1854.383979,0.361825,2.436780,32,12,2688.335970,0.549350,0.025355,64,10,40,4480.223954,1.021450,1.741074,9022.943903,1.408630,31.286700
add_1,1854.383979,0.361825,2.436780,32,3,817.487992,0.165655,0.010257,64,3,6,1605.407984,0.327800,0.121059,4277.279955,0.699882,7.462170
add_2,1854.383979,0.361825,2.436780,32,4,1033.535988,0.209415,0.013193,64,6,14,2820.047970,0.578450,0.324309,5707.967937,0.953468,10.124201
add_3,1854.383979,0.361825,2.436780,32,1,399.260876,0.076313,0.006251,64,1,2,781.945432,0.162846,0.030129,3035.590287,0.530921,2.473160
mul_0,33555.311530,6.193750,52.428970,32,25,5399.183942,1.118950,0.041976,64,27,98,11405.308196,2.410081,16.167231,50359.803668,8.645807,1327.940881
load_0,0,0,0,16,50,5505.315299,1.113500,0.067021,64,1,69,781.945432,0.162846,1.039456,6287.260731,1.276346,4.390483
store_0,0,0,0,16,1,209.528638,0.041625,0.004234,64,1,2,781.945432,0.162846,0.030129,991.474070,0.204471,0.034364
store_1,0,0,0,16,1,209.528638,0.041625,0.004234,64,1,2,781.945432,0.162846,0.030129,991.474070,0.204471,0.034364
store_2,0,0,0,16,2,308.447998,0.061345,0.004658,64,2,4,1182.383988,0.237495,0.080036,1490.831986,0.298840,0.089351
store_3,0,0,0,16,1,209.528638,0.041625,0.004234,64,1,2,781.945432,0.162846,0.030129,991.474070,0.204471,0.034364
