Label,OpArea, OpStaticEnergy, OpDynEnergy,InstMemBitwidth, InstMemDepth,InstMemArea, InstMemStaticEn,InstMemDynEn,InternalRegFileBitwidth,InternalRegFileDepth,InternalRegFileAccesses,InternalRegFileArea, InternalRegFileStaticEn, InternalRegFileDynEn,TotalFUArea,TotalFUStaticEn,TotalFUDynEn
add_0,1854.383979,0.361825,2.436780,32,6,1439.759984,0.292855,0.011999,64,8,16,3638.543966,0.771000,0.584616,6932.687929,1.144824,15.277287
add_1,1854.383979,0.361825,2.436780,32,4,1033.535988,0.209415,0.013193,64,5,10,2404.415974,0.492790,0.266819,5292.335941,0.867808,10.066711
add_2,1854.383979,0.361825,2.436780,32,5,1226.063986,0.249045,0.012323,64,5,14,2404.415974,0.492790,0.373547,5484.863939,0.866938,12.619060
add_3,1854.383979,0.361825,2.436780,32,4,1033.535988,0.209415,0.013193,64,4,10,2006.591976,0.416555,0.270766,4894.511943,0.791573,10.070658
add_4,1854.383979,0.361825,2.436780,32,1,399.260876,0.076313,0.006251,64,1,2,781.945432,0.162846,0.030129,3035.590287,0.530921,2.473160
mul_0,33555.311530,6.193750,52.428970,32,14,3100.943964,0.633550,0.029889,64,16,54,6899.087922,1.485500,3.212478,43555.343416,7.709139,737.636507
mul_1,33555.311530,6.193750,52.428970,32,7,1630.607982,0.333460,0.013062,64,9,24,4063.247954,0.910000,0.880724,39249.167466,7.116812,367.974952
mul_2,33555.311530,6.193750,52.428970,32,4,1033.535988,0.209415,0.013193,64,5,14,2404.415974,0.492790,0.373547,36993.263492,6.699733,210.142198
load_0,0,0,0,16,50,5505.315299,1.113500,0.067021,64,1,69,781.945432,0.162846,1.039456,6287.260731,1.276346,4.390483
store_0,0,0,0,16,1,209.528638,0.041625,0.004234,64,1,2,781.945432,0.162846,0.030129,991.474070,0.204471,0.034364
store_1,0,0,0,16,1,209.528638,0.041625,0.004234,64,1,2,781.945432,0.162846,0.030129,991.474070,0.204471,0.034364
store_2,0,0,0,16,1,209.528638,0.041625,0.004234,64,1,2,781.945432,0.162846,0.030129,991.474070,0.204471,0.034364
store_3,0,0,0,16,1,209.528638,0.041625,0.004234,64,1,2,781.945432,0.162846,0.030129,991.474070,0.204471,0.034364
store_4,0,0,0,16,1,209.528638,0.041625,0.004234,64,1,2,781.945432,0.162846,0.030129,991.474070,0.204471,0.034364
