Label,OpArea, OpStaticEnergy, OpDynEnergy,InstMemBitwidth, InstMemDepth,InstMemArea, InstMemStaticEn,InstMemDynEn,InternalRegFileBitwidth,InternalRegFileDepth,InternalRegFileAccesses,InternalRegFileArea, InternalRegFileStaticEn, InternalRegFileDynEn,TotalFUArea,TotalFUStaticEn,TotalFUDynEn
add_0,1854.383979,0.361825,2.436780,32,8,1855.727982,0.383125,0.017434,64,8,26,3638.543966,0.771000,0.950000,7348.655927,1.150259,20.583708
add_1,1854.383979,0.361825,2.436780,32,6,1439.759984,0.292855,0.011999,64,6,14,2820.047970,0.578450,0.324309,6114.191933,0.952274,15.016981
add_2,1854.383979,0.361825,2.436780,32,3,817.487992,0.165655,0.010257,64,4,8,2006.591976,0.416555,0.216613,4678.463947,0.788637,7.557723
add_3,1854.383979,0.361825,2.436780,32,2,598.751994,0.119785,0.010196,64,1,2,781.945432,0.162846,0.030129,3235.081405,0.534867,4.924081
add_4,1854.383979,0.361825,2.436780,32,1,399.260876,0.076313,0.006251,64,1,2,781.945432,0.162846,0.030129,3035.590287,0.530921,2.473160
mul_0,33555.311530,6.193750,52.428970,32,17,3724.223960,0.768150,0.025870,64,19,66,8145.311914,1.734750,4.026647,45424.847404,7.954370,895.758933
mul_1,33555.311530,6.193750,52.428970,32,8,1855.727982,0.383125,0.017434,64,9,26,4063.247954,0.910000,0.954118,39474.287466,7.121183,420.525346
load_0,0,0,0,16,50,5505.315299,1.113500,0.067021,64,1,69,781.945432,0.162846,1.039456,6287.260731,1.276346,4.390483
store_0,0,0,0,16,1,209.528638,0.041625,0.004234,64,1,2,781.945432,0.162846,0.030129,991.474070,0.204471,0.034364
store_1,0,0,0,16,1,209.528638,0.041625,0.004234,64,1,2,781.945432,0.162846,0.030129,991.474070,0.204471,0.034364
store_2,0,0,0,16,1,209.528638,0.041625,0.004234,64,1,2,781.945432,0.162846,0.030129,991.474070,0.204471,0.034364
store_3,0,0,0,16,2,308.447998,0.061345,0.004658,64,2,4,1182.383988,0.237495,0.080036,1490.831986,0.298840,0.089351
