Label,OpArea, OpStaticEnergy, OpDynEnergy,InstMemBitwidth, InstMemDepth,InstMemArea, InstMemStaticEn,InstMemDynEn,InternalRegFileBitwidth,InternalRegFileDepth,InternalRegFileAccesses,InternalRegFileArea, InternalRegFileStaticEn, InternalRegFileDynEn,TotalFUArea,TotalFUStaticEn,TotalFUDynEn
add_0,1854.383979,0.361825,2.436780,32,4,1033.535988,0.209415,0.013193,64,5,12,2404.415974,0.492790,0.320183,5292.335941,0.867808,10.120075
add_1,1854.383979,0.361825,2.436780,32,7,1630.607982,0.333460,0.013062,64,6,18,2820.047970,0.578450,0.416969,6305.039931,0.953337,17.565867
add_2,1854.383979,0.361825,2.436780,32,5,1226.063986,0.249045,0.012323,64,6,14,2820.047970,0.578450,0.324309,5900.495935,0.952598,12.569823
add_3,1854.383979,0.361825,2.436780,32,3,817.487992,0.165655,0.010257,64,2,6,1182.383988,0.237495,0.120053,3854.255959,0.609577,7.461164
add_4,1854.383979,0.361825,2.436780,32,1,399.260876,0.076313,0.006251,64,1,2,781.945432,0.162846,0.030129,3035.590287,0.530921,2.473160
mul_0,33555.311530,6.193750,52.428970,32,13,2904.047968,0.591600,0.028911,64,15,50,6509.663932,1.382150,3.289584,42969.023430,7.604811,685.242039
mul_1,33555.311530,6.193750,52.428970,32,7,1630.607982,0.333460,0.013062,64,8,24,3638.543966,0.771000,0.876924,38824.463478,6.977812,367.971151
mul_2,33555.311530,6.193750,52.428970,32,2,598.751994,0.119785,0.010196,64,3,6,1605.407984,0.327800,0.121059,35759.471508,6.531746,104.999392
mul_3,33555.311530,6.193750,52.428970,32,3,817.487992,0.165655,0.010257,64,3,8,1605.407984,0.327800,0.161412,35978.207506,6.531807,157.479093
load_0,0,0,0,16,50,5505.315299,1.113500,0.067021,64,1,69,781.945432,0.162846,1.039456,6287.260731,1.276346,4.390483
store_0,0,0,0,16,1,209.528638,0.041625,0.004234,64,1,2,781.945432,0.162846,0.030129,991.474070,0.204471,0.034364
store_1,0,0,0,16,1,209.528638,0.041625,0.004234,64,1,2,781.945432,0.162846,0.030129,991.474070,0.204471,0.034364
store_2,0,0,0,16,1,209.528638,0.041625,0.004234,64,1,2,781.945432,0.162846,0.030129,991.474070,0.204471,0.034364
store_3,0,0,0,16,1,209.528638,0.041625,0.004234,64,1,2,781.945432,0.162846,0.030129,991.474070,0.204471,0.034364
store_4,0,0,0,16,1,209.528638,0.041625,0.004234,64,1,2,781.945432,0.162846,0.030129,991.474070,0.204471,0.034364
