Label,OpArea, OpStaticEnergy, OpDynEnergy,InstMemBitwidth, InstMemDepth,InstMemArea, InstMemStaticEn,InstMemDynEn,InternalRegFileBitwidth,InternalRegFileDepth,InternalRegFileAccesses,InternalRegFileArea, InternalRegFileStaticEn, InternalRegFileDynEn,TotalFUArea,TotalFUStaticEn,TotalFUDynEn
add_0,1854.383979,0.361825,2.436780,32,5,1226.063986,0.249045,0.012323,64,6,14,2820.047970,0.578450,0.324309,5900.495935,0.952598,12.569823
add_1,1854.383979,0.361825,2.436780,32,6,1439.759984,0.292855,0.011999,64,7,18,3198.719964,0.660450,0.563690,6492.863927,1.034274,15.256361
add_2,1854.383979,0.361825,2.436780,32,5,1226.063986,0.249045,0.012323,64,5,12,2404.415974,0.492790,0.320183,5484.863939,0.866938,12.565697
add_3,1854.383979,0.361825,2.436780,32,2,598.751994,0.119785,0.010196,64,2,4,1182.383988,0.237495,0.080036,3635.519961,0.609516,4.973988
add_4,1854.383979,0.361825,2.436780,32,2,598.751994,0.119785,0.010196,64,2,4,1182.383988,0.237495,0.080036,3635.519961,0.609516,4.973988
mul_0,33555.311530,6.193750,52.428970,32,15,3315.983966,0.683250,0.030590,64,17,58,7350.671916,1.551250,3.137146,44221.967412,7.775590,790.030542
mul_1,33555.311530,6.193750,52.428970,32,6,1439.759984,0.292855,0.011999,64,9,22,4063.247954,0.910000,0.807330,39058.319468,7.115749,315.453142
mul_2,33555.311530,6.193750,52.428970,32,4,1033.535988,0.209415,0.013193,64,5,14,2404.415974,0.492790,0.373547,36993.263492,6.699733,210.142198
load_0,0,0,0,16,50,5505.315299,1.113500,0.067021,64,1,69,781.945432,0.162846,1.039456,6287.260731,1.276346,4.390483
store_0,0,0,0,16,1,209.528638,0.041625,0.004234,64,1,2,781.945432,0.162846,0.030129,991.474070,0.204471,0.034364
store_1,0,0,0,16,1,209.528638,0.041625,0.004234,64,1,2,781.945432,0.162846,0.030129,991.474070,0.204471,0.034364
store_2,0,0,0,16,1,209.528638,0.041625,0.004234,64,1,2,781.945432,0.162846,0.030129,991.474070,0.204471,0.034364
store_3,0,0,0,16,1,209.528638,0.041625,0.004234,64,1,2,781.945432,0.162846,0.030129,991.474070,0.204471,0.034364
store_4,0,0,0,16,1,209.528638,0.041625,0.004234,64,1,2,781.945432,0.162846,0.030129,991.474070,0.204471,0.034364
