Label,OpArea, OpStaticEnergy, OpDynEnergy,InstMemBitwidth, InstMemDepth,InstMemArea, InstMemStaticEn,InstMemDynEn,InternalRegFileBitwidth,InternalRegFileDepth,InternalRegFileAccesses,InternalRegFileArea, InternalRegFileStaticEn, InternalRegFileDynEn,TotalFUArea,TotalFUStaticEn,TotalFUDynEn
add_0,1854.383979,0.361825,2.436780,32,3,817.487992,0.165655,0.010257,64,3,6,1605.407984,0.327800,0.121059,4277.279955,0.699882,7.462170
add_1,1854.383979,0.361825,2.436780,32,7,1630.607982,0.333460,0.013062,64,8,18,3638.543966,0.771000,0.657693,7123.535927,1.145887,17.806590
add_2,1854.383979,0.361825,2.436780,32,5,1226.063986,0.249045,0.012323,64,5,14,2404.415974,0.492790,0.373547,5484.863939,0.866938,12.619060
add_3,1854.383979,0.361825,2.436780,32,4,1033.535988,0.209415,0.013193,64,4,12,2006.591976,0.416555,0.324919,4894.511943,0.791573,10.124811
add_4,1854.383979,0.361825,2.436780,32,1,399.260876,0.076313,0.006251,64,1,2,781.945432,0.162846,0.030129,3035.590287,0.530921,2.473160
mul_0,33555.311530,6.193750,52.428970,32,13,2904.047968,0.591600,0.028911,64,15,50,6509.663932,1.382150,3.289584,42969.023430,7.604811,685.242039
mul_1,33555.311530,6.193750,52.428970,32,6,1439.759984,0.292855,0.011999,64,7,20,3198.719964,0.660450,0.626322,38193.791478,6.866199,315.272133
mul_2,33555.311530,6.193750,52.428970,32,2,598.751994,0.119785,0.010196,64,2,4,1182.383988,0.237495,0.080036,35336.447512,6.441441,104.958368
mul_3,33555.311530,6.193750,52.428970,32,3,817.487992,0.165655,0.010257,64,3,10,1605.407984,0.327800,0.201766,35978.207506,6.531807,157.519446
mul_4,33555.311530,6.193750,52.428970,32,1,399.260876,0.076313,0.006251,64,1,2,781.945432,0.162846,0.030129,34736.517838,6.362846,52.465350
load_0,0,0,0,16,50,5505.315299,1.113500,0.067021,64,1,69,781.945432,0.162846,1.039456,6287.260731,1.276346,4.390483
store_0,0,0,0,16,1,209.528638,0.041625,0.004234,64,1,2,781.945432,0.162846,0.030129,991.474070,0.204471,0.034364
store_1,0,0,0,16,1,209.528638,0.041625,0.004234,64,1,2,781.945432,0.162846,0.030129,991.474070,0.204471,0.034364
store_2,0,0,0,16,1,209.528638,0.041625,0.004234,64,1,2,781.945432,0.162846,0.030129,991.474070,0.204471,0.034364
store_3,0,0,0,16,1,209.528638,0.041625,0.004234,64,1,2,781.945432,0.162846,0.030129,991.474070,0.204471,0.034364
store_4,0,0,0,16,1,209.528638,0.041625,0.004234,64,1,2,781.945432,0.162846,0.030129,991.474070,0.204471,0.034364
