Label,OpArea, OpStaticEnergy, OpDynEnergy,InstMemBitwidth, InstMemDepth,InstMemArea, InstMemStaticEn,InstMemDynEn,InternalRegFileBitwidth,InternalRegFileDepth,InternalRegFileAccesses,InternalRegFileArea, InternalRegFileStaticEn, InternalRegFileDynEn,TotalFUArea,TotalFUStaticEn,TotalFUDynEn
add_0,1854.383979,0.361825,2.436780,32,10,2286.815976,0.465620,0.019229,64,10,32,4480.223954,1.021450,1.392860,8621.423909,1.402504,25.952947
add_1,1854.383979,0.361825,2.436780,32,6,1439.759984,0.292855,0.011999,64,8,18,3638.543966,0.771000,0.657693,6932.687929,1.144824,15.350364
add_2,1854.383979,0.361825,2.436780,32,3,817.487992,0.165655,0.010257,64,4,8,2006.591976,0.416555,0.216613,4678.463947,0.788637,7.557723
add_3,1854.383979,0.361825,2.436780,32,1,399.260876,0.076313,0.006251,64,1,2,781.945432,0.162846,0.030129,3035.590287,0.530921,2.473160
mul_0,33555.311530,6.193750,52.428970,32,22,4765.823950,0.985800,0.038885,64,24,86,10138.799890,2.123800,6.894032,48459.935370,8.356435,1161.186844
mul_1,33555.311530,6.193750,52.428970,32,3,817.487992,0.165655,0.010257,64,3,8,1605.407984,0.327800,0.161412,35978.207506,6.531807,157.479093
load_0,0,0,0,16,50,5505.315299,1.113500,0.067021,64,1,69,781.945432,0.162846,1.039456,6287.260731,1.276346,4.390483
store_0,0,0,0,16,1,209.528638,0.041625,0.004234,64,1,2,781.945432,0.162846,0.030129,991.474070,0.204471,0.034364
store_1,0,0,0,16,1,209.528638,0.041625,0.004234,64,1,2,781.945432,0.162846,0.030129,991.474070,0.204471,0.034364
store_2,0,0,0,16,2,308.447998,0.061345,0.004658,64,2,4,1182.383988,0.237495,0.080036,1490.831986,0.298840,0.089351
store_3,0,0,0,16,1,209.528638,0.041625,0.004234,64,1,2,781.945432,0.162846,0.030129,991.474070,0.204471,0.034364
